timestamp,ask,ask_size,bid,bid_size
1768465013055,96474.0,0.2,96424.0,0.2
1768465013482,96473.0,0.2,96423.0,0.2
1768465013605,96472.75,0.2,96422.75,0.2
1768465014231,96472.1,0.2,96422.1,0.2
1768465014374,96472.6,0.2,96422.6,0.2
1768465020457,96472.85,0.2,96422.85,0.2
1768465020821,96472.75,0.2,96422.75,0.2
1768465020925,96472.6,0.2,96422.6,0.2
1768465021356,96471.75,0.2,96421.75,0.2
1768465021398,96471.1,0.2,96421.1,0.2
1768465021521,96470.1,0.2,96420.1,0.2
1768465021561,96468.5,0.2,96418.5,0.2
1768465021714,96468.85,0.2,96418.85,0.2
1768465021778,96470.7,0.2,96420.7,0.2
1768465021884,96471.2,0.2,96421.2,0.2
1768465022017,96470.85,0.2,96420.85,0.2
1768465022036,96469.45,0.2,96419.45,0.2
1768465022058,96468.6,0.2,96418.6,0.2
1768465022113,96469.5,0.2,96419.5,0.2
1768465022214,96468.15,0.2,96418.15,0.2
1768465022229,96467.15,0.2,96417.15,0.2
1768465022354,96467.55,0.2,96417.55,0.2
1768465022464,96467.05,0.2,96417.05,0.2
1768465022495,96465.55,0.2,96415.55,0.2
1768465022853,96467.05,0.2,96417.05,0.2
1768465022968,96467.15,0.2,96417.15,0.2
1768465023084,96467.65,0.2,96417.65,0.2
1768465023102,96468.65,0.2,96418.65,0.2
1768465023306,96468.4,0.2,96418.4,0.2
1768465023428,96468.3,0.2,96418.3,0.2
1768465023740,96467.15,0.2,96417.15,0.2
1768465023844,96467.05,0.2,96417.05,0.2
1768465023965,96467.15,0.2,96417.15,0.2
1768465024084,96466.9,0.2,96416.9,0.2
1768465024655,96466.8,0.2,96416.8,0.2
1768465025244,96466.65,0.2,96416.65,0.2
1768465025630,96466.8,0.2,96416.8,0.2
1768465026085,96466.65,0.2,96416.65,0.2
1768465027013,96465.8,0.2,96415.8,0.2
1768465027526,96464.3,0.2,96414.3,0.2
1768465027532,96465.05,0.2,96415.05,0.2
1768465027578,96466.3,0.2,96416.3,0.2
1768465027626,96465.05,0.2,96415.05,0.2
1768465027677,96466.3,0.2,96416.3,0.2
1768465027681,96464.1,0.2,96414.1,0.2
1768465027687,96463.0,0.2,96413.0,0.2
1768465027755,96458.85,0.2,96408.85,0.2
1768465027962,96458.5,0.2,96408.5,0.2
1768465027993,96457.25,0.2,96407.25,0.2
1768465028024,96456.15,0.2,96406.15,0.2
1768465028167,96455.75,0.2,96405.75,0.2
1768465028231,96453.75,0.2,96403.75,0.2
