epic,size,pnl,direction,exit_type,entry_price,exit_price,opened_at,closed_at,hook_name,spread_cost
BTC-USD,0.008869296981410993,25.83834084833024,SELL,EOW_CLOSE,112748.5078125,109681.9453125,2025-09-22 00:00:00+00:00,2025-09-27 00:00:00+00:00,ATR BRK OUT,1.3599126762279072
BTC-USD,0.009170165239929851,-20.99999999999998,SELL,SL,109049.2890625,111230.27484375,2025-09-25 00:00:00+00:00,2025-09-28 00:00:00+00:00,ATR BRK OUT,0.999999999999999
BTC-USD,0.008918805287012032,72.03623222840949,BUY,TP,112122.640625,120624.6328125,2025-09-28 00:00:00+00:00,2025-10-02 00:00:00+00:00,ATR BRK OUT,3.7913806436004998
BTC-USD,0.00842822605002692,48.87040700364514,BUY,EOW_CLOSE,118648.9296875,124752.53125,2025-10-01 00:00:00+00:00,2025-10-06 00:00:00+00:00,ATR BRK OUT,2.5721266844023756
BTC-USD,0.008832801214565372,20.40061721958737,SELL,EOW_CLOSE,113214.3671875,110783.1640625,2025-10-10 00:00:00+00:00,2025-10-15 00:00:00+00:00,ATR BRK OUT,1.0737166957677564
