epic,size,pnl,direction,exit_type,entry_price,exit_price,opened_at,closed_at,hook_name,spread_cost
TSLA,2.7114232440001236,125.9951538936246,BUY,TP,368.80999755859375,417.7239685058594,2025-09-11 00:00:00-04:00,2025-09-15 00:00:00-04:00,ATR BRK OUT,6.631323889138137
TSLA,2.525635181678786,72.29253033837563,BUY,EOW_CLOSE,395.94000244140625,426.07000732421875,2025-09-12 00:00:00-04:00,2025-09-19 00:00:00-04:00,ATR BRK OUT,3.8048700178092427
