epic,size,pnl,direction,exit_type,entry_price,exit_price,opened_at,closed_at,hook_name,spread_cost
ORCL,3.5608732963517458,-47.561754291208885,BUY,SL,280.8299865722656,268.1092562685003,2025-10-28 00:00:00-04:00,2025-10-30 00:00:00-04:00,ATR BRK OUT,2.2648454424385185
