date,epic,direction,pnl,exit,duration
2025-11-10T15:29:33.288457,BTCUSD,SELL,-104.33714285714086,SL,127s
2025-11-10T16:21:27.084848,BTCUSD,BUY,-3.5120000000024447,TrailSL,655s
2025-11-11T14:56:43.085855,BTCUSD,BUY,276.752142857149,TP,12s
2025-11-11T15:16:36.119102,BTCUSD,SELL,-91.91950000000361,TrailSL,183s
2025-11-11T15:55:08.355082,BTCUSD,SELL,-54.68899999999849,TrailSL,209s
2025-11-12T15:12:43.919469,BTCUSD,BUY,-4.75,TrailSL,177s
2025-11-13T15:05:20.059135,BTCUSD,SELL,-36.487000000008265,TrailSL,40s
