timestamp,ask,ask_size,bid,bid_size
1768465013157,1.34284,1700000.0,1.34271,1700000.0
1768465013406,1.34285,1700000.0,1.34272,1700000.0
1768465014062,1.34286,1700000.0,1.34273,1700000.0
1768465014338,1.34285,1700000.0,1.34272,1700000.0
1768465015885,1.34284,1700000.0,1.34271,1700000.0
1768465016000,1.34285,1700000.0,1.34272,1700000.0
1768465016414,1.34284,1700000.0,1.34271,1700000.0
1768465016748,1.34285,1700000.0,1.34272,1700000.0
1768465017022,1.34284,1700000.0,1.34271,1700000.0
1768465017359,1.34283,1700000.0,1.3427,1700000.0
1768465019430,1.34284,1700000.0,1.34271,1700000.0
1768465019696,1.34283,1700000.0,1.3427,1700000.0
1768465020435,1.34284,1700000.0,1.34271,1700000.0
1768465020686,1.34283,1700000.0,1.3427,1700000.0
1768465020892,1.34284,1700000.0,1.34271,1700000.0
1768465025377,1.34283,1700000.0,1.3427,1700000.0
1768465025518,1.34284,1700000.0,1.34271,1700000.0
1768465026027,1.34283,1700000.0,1.3427,1700000.0
1768465027880,1.34282,1700000.0,1.34269,1700000.0
1768465027931,1.34279,1700000.0,1.34266,1700000.0
1768465027938,1.34276,1700000.0,1.34263,1700000.0
1768465029447,1.34278,1700000.0,1.34265,1700000.0
1768465029673,1.34279,1700000.0,1.34266,1700000.0
1768465029921,1.34278,1700000.0,1.34265,1700000.0
1768465030987,1.34277,1700000.0,1.34264,1700000.0
1768465031236,1.34278,1700000.0,1.34265,1700000.0
1768465031541,1.34277,1700000.0,1.34264,1700000.0
1768465035799,1.34278,1700000.0,1.34265,1700000.0
1768465036793,1.34277,1700000.0,1.34264,1700000.0
1768465038909,1.34278,1700000.0,1.34265,1700000.0
1768465039221,1.34277,1700000.0,1.34264,1700000.0
1768465039517,1.34278,1700000.0,1.34265,1700000.0
1768465040041,1.34279,1700000.0,1.34266,1700000.0
1768465040157,1.34278,1700000.0,1.34265,1700000.0
1768465040545,1.34279,1700000.0,1.34266,1700000.0
1768465040753,1.34278,1700000.0,1.34265,1700000.0
1768465041303,1.34277,1700000.0,1.34264,1700000.0
1768465041595,1.34278,1700000.0,1.34265,1700000.0
1768465043507,1.34277,1700000.0,1.34264,1700000.0
1768465043969,1.34278,1700000.0,1.34265,1700000.0
1768465046428,1.34277,1700000.0,1.34264,1700000.0
1768465047807,1.34278,1700000.0,1.34265,1700000.0
1768465048568,1.34277,1700000.0,1.34264,1700000.0
1768465049728,1.34278,1700000.0,1.34265,1700000.0
1768465050303,1.3428,1700000.0,1.34267,1700000.0
1768465050547,1.34283,1700000.0,1.3427,1700000.0
1768465055450,1.34284,1700000.0,1.34271,1700000.0
1768465059366,1.34285,1700000.0,1.34272,1700000.0
1768465059552,1.34284,1700000.0,1.34271,1700000.0
1768465059834,1.34283,1700000.0,1.3427,1700000.0
1768465062237,1.34284,1700000.0,1.34271,1700000.0
1768465068374,1.34283,1700000.0,1.3427,1700000.0
1768465068544,1.34284,1700000.0,1.34271,1700000.0
1768465078762,1.34283,1700000.0,1.3427,1700000.0
1768465079037,1.34284,1700000.0,1.34271,1700000.0
1768465079763,1.34283,1700000.0,1.3427,1700000.0
1768465079964,1.34284,1700000.0,1.34271,1700000.0
1768465080136,1.34283,1700000.0,1.3427,1700000.0
1768465080269,1.34281,1700000.0,1.34268,1700000.0
1768465080379,1.34282,1700000.0,1.34269,1700000.0
1768465080622,1.34284,1700000.0,1.34271,1700000.0
1768465081487,1.34285,1700000.0,1.34272,1700000.0
1768465081533,1.34287,1700000.0,1.34274,1700000.0
1768465081569,1.34291,1700000.0,1.34278,1700000.0
1768465081619,1.34294,1700000.0,1.34281,1700000.0
1768465081869,1.34293,1700000.0,1.3428,1700000.0
1768465083383,1.34292,1700000.0,1.34279,1700000.0
1768465083425,1.34289,1700000.0,1.34276,1700000.0
1768465083444,1.34286,1700000.0,1.34273,1700000.0
1768465083690,1.34285,1700000.0,1.34272,1700000.0
1768465084665,1.34284,1700000.0,1.34271,1700000.0
1768465084686,1.34282,1700000.0,1.34269,1700000.0
1768465084708,1.34277,1700000.0,1.34264,1700000.0
1768465084758,1.3428,1700000.0,1.34267,1700000.0
1768465084877,1.34279,1700000.0,1.34266,1700000.0
1768465084999,1.34278,1700000.0,1.34265,1700000.0
1768465085334,1.34279,1700000.0,1.34266,1700000.0
1768465089931,1.34278,1700000.0,1.34265,1700000.0
1768465091451,1.34277,1700000.0,1.34264,1700000.0
1768465091713,1.34275,1700000.0,1.34262,1700000.0
1768465093854,1.34276,1700000.0,1.34263,1700000.0
1768465095447,1.34277,1700000.0,1.34264,1700000.0
1768465095597,1.34276,1700000.0,1.34263,1700000.0
1768465095704,1.34277,1700000.0,1.34264,1700000.0
1768465096093,1.34279,1700000.0,1.34266,1700000.0
1768465096117,1.34282,1700000.0,1.34269,1700000.0
1768465096288,1.34281,1700000.0,1.34268,1700000.0
1768465096811,1.34283,1700000.0,1.3427,1700000.0
1768465096828,1.34285,1700000.0,1.34272,1700000.0
1768465101446,1.34286,1700000.0,1.34273,1700000.0
1768465103856,1.34285,1700000.0,1.34272,1700000.0
1768465105636,1.34286,1700000.0,1.34273,1700000.0
1768465106410,1.34285,1700000.0,1.34272,1700000.0
1768465106627,1.34286,1700000.0,1.34273,1700000.0
1768465108041,1.34285,1700000.0,1.34272,1700000.0
1768465108963,1.34286,1700000.0,1.34273,1700000.0
1768465111534,1.34285,1700000.0,1.34272,1700000.0
1768465112262,1.34286,1700000.0,1.34273,1700000.0
1768465113206,1.34285,1700000.0,1.34272,1700000.0
1768465113443,1.34286,1700000.0,1.34273,1700000.0
1768465113563,1.34284,1700000.0,1.34271,1700000.0
1768465113705,1.34286,1700000.0,1.34273,1700000.0
1768465113759,1.34284,1700000.0,1.34271,1700000.0
1768465114038,1.34283,1700000.0,1.3427,1700000.0
1768465120481,1.34285,1700000.0,1.34272,1700000.0
1768465126286,1.34286,1700000.0,1.34273,1700000.0
1768465129991,1.34285,1700000.0,1.34272,1700000.0
1768465130764,1.34286,1700000.0,1.34273,1700000.0
1768465131098,1.34285,1700000.0,1.34272,1700000.0
1768465134180,1.34284,1700000.0,1.34271,1700000.0
1768465135533,1.34285,1700000.0,1.34272,1700000.0
1768465135927,1.34286,1700000.0,1.34273,1700000.0
1768465136888,1.34285,1700000.0,1.34272,1700000.0
1768465137145,1.34286,1700000.0,1.34273,1700000.0
1768465138485,1.34285,1700000.0,1.34272,1700000.0
1768465138871,1.34286,1700000.0,1.34273,1700000.0
1768465140276,1.34287,1700000.0,1.34274,1700000.0
1768465140306,1.34291,1700000.0,1.34278,1700000.0
1768465142124,1.34292,1700000.0,1.34279,1700000.0
1768465142239,1.34293,1700000.0,1.3428,1700000.0
1768465142349,1.34294,1700000.0,1.34281,1700000.0
1768465142453,1.34296,1700000.0,1.34283,1700000.0
1768465142632,1.34295,1700000.0,1.34282,1700000.0
1768465142881,1.34296,1700000.0,1.34283,1700000.0
1768465143348,1.34295,1700000.0,1.34282,1700000.0
1768465143477,1.34296,1700000.0,1.34283,1700000.0
1768465143727,1.34295,1700000.0,1.34282,1700000.0
1768465144478,1.34296,1700000.0,1.34283,1700000.0
1768465144583,1.34295,1700000.0,1.34282,1700000.0
1768465145650,1.34296,1700000.0,1.34283,1700000.0
1768465145834,1.34295,1700000.0,1.34282,1700000.0
1768465146324,1.34296,1700000.0,1.34283,1700000.0
1768465147352,1.34295,1700000.0,1.34282,1700000.0
1768465147513,1.34296,1700000.0,1.34283,1700000.0
1768465149487,1.34295,1700000.0,1.34282,1700000.0
1768465149735,1.34296,1700000.0,1.34283,1700000.0
1768465150449,1.34295,1700000.0,1.34282,1700000.0
1768465153807,1.34296,1700000.0,1.34283,1700000.0
1768465160527,1.34295,1700000.0,1.34282,1700000.0
1768465160810,1.34294,1700000.0,1.34281,1700000.0
1768465160933,1.34295,1700000.0,1.34282,1700000.0
1768465163046,1.34294,1700000.0,1.34281,1700000.0
1768465163273,1.34295,1700000.0,1.34282,1700000.0
1768465163385,1.34296,1700000.0,1.34283,1700000.0
1768465163944,1.34295,1700000.0,1.34282,1700000.0
1768465164195,1.34296,1700000.0,1.34283,1700000.0
1768465165260,1.34295,1700000.0,1.34282,1700000.0
1768465165454,1.34296,1700000.0,1.34283,1700000.0
1768465165573,1.34295,1700000.0,1.34282,1700000.0
1768465167532,1.34296,1700000.0,1.34283,1700000.0
