timestamp,ask,ask_size,bid,bid_size
1768465015210,0.66822,3100000.0,0.66816,3100000.0
1768465017936,0.66821,3100000.0,0.66815,3100000.0
1768465018115,0.66822,3100000.0,0.66816,3100000.0
1768465020466,0.66823,3100000.0,0.66817,3100000.0
1768465022936,0.66824,3100000.0,0.66818,3100000.0
1768465023049,0.66825,3100000.0,0.66819,3100000.0
1768465023491,0.66824,3100000.0,0.66818,3100000.0
1768465024146,0.66825,3100000.0,0.66819,3100000.0
1768465024951,0.66824,3100000.0,0.66818,3100000.0
1768465026657,0.66823,3100000.0,0.66817,3100000.0
1768465027402,0.66822,3100000.0,0.66816,3100000.0
1768465027457,0.66821,3100000.0,0.66815,3100000.0
1768465039973,0.66823,3100000.0,0.66817,3100000.0
1768465040946,0.66822,3100000.0,0.66816,3100000.0
1768465042165,0.66821,3100000.0,0.66815,3100000.0
1768465043815,0.66822,3100000.0,0.66816,3100000.0
1768465052692,0.66823,3100000.0,0.66817,3100000.0
1768465053165,0.66822,3100000.0,0.66816,3100000.0
1768465053283,0.66823,3100000.0,0.66817,3100000.0
1768465053475,0.66822,3100000.0,0.66816,3100000.0
1768465053601,0.66823,3100000.0,0.66817,3100000.0
1768465054017,0.66822,3100000.0,0.66816,3100000.0
1768465055011,0.66823,3100000.0,0.66817,3100000.0
1768465055444,0.66822,3100000.0,0.66816,3100000.0
1768465056312,0.66823,3100000.0,0.66817,3100000.0
1768465059223,0.66824,3100000.0,0.66818,3100000.0
1768465059586,0.66822,3100000.0,0.66816,3100000.0
1768465059990,0.66823,3100000.0,0.66817,3100000.0
1768465060100,0.66824,3100000.0,0.66818,3100000.0
1768465060755,0.66825,3100000.0,0.66819,3100000.0
1768465064816,0.66826,3100000.0,0.6682,3100000.0
1768465065234,0.66825,3100000.0,0.66819,3100000.0
1768465065351,0.66826,3100000.0,0.6682,3100000.0
1768465065457,0.66825,3100000.0,0.66819,3100000.0
1768465065738,0.66826,3100000.0,0.6682,3100000.0
1768465068412,0.66827,3100000.0,0.66821,3100000.0
1768465070078,0.66826,3100000.0,0.6682,3100000.0
1768465075060,0.66827,3100000.0,0.66821,3100000.0
1768465078923,0.66826,3100000.0,0.6682,3100000.0
1768465082158,0.66827,3100000.0,0.66821,3100000.0
